0	755.24	958.64	939.31	1086.48	0	1
1	1929.84	2037.72	2014.9699999999998	2152.14	0	1
2	1332.0	1621.26	1508.5	1667.31	0	2
3	868.34	1426.22	1127.95	1585.28	0	0
4	1010.38	1978.1	1127.95	2025.75	0	0
5	1306.6514874728207	2287.16	1680.4456280978206	2331.1014634781327	0	1
6	1901.0	2203.27	2030.76	2363.77	0	1
7	968.47	2388.13	1128.19	2428.4	0	2
8	1127.95	1426.22	1224.3500000000001	1541.13	0	0
9	1866.92	1053.63	2006.19	1110.5100000000002	0	0
10	1389.9081280978205	2331.1014634781327	1679.5081280978206	2394.2264634781327	0	1
11	868.0	2287.15	968.47	2439.81	0	1
12	1929.84	2152.15	2030.77	2203.27	0	1
13	755.24	628.45	939.31	958.6500000000001	0	0
14	1127.95	1541.13	1331.99	1557.92	0	1
15	868.34	1585.28	1010.38	1828.54	0	0
16	1306.6514874728207	2393.238963478133	1680.4456280978206	2438.9139634781327	0	1
17	968.47	2428.4	1128.19	2439.81	0	1
18	2030.76	2037.72	2078.27	2363.76	0	1
19	452.98	623.78	755.24	1259.73	0	0
20	1127.95	1557.92	1169.5900000000001	1734.54	0	1
21	1010.38	1585.28	1127.95	1807.59	0	0
22	968.47	2287.15	1128.19	2388.13	0	1
23	452.98	1259.73	755.24	1722.24	0	0
24	1169.59	1667.31	1508.5	1734.54	0	1
25	868.0	1828.54	1010.38	2025.75	0	0
26	806.88	2671.78	944.51	2766.8100000000004	0	0
27	452.98	1722.24	755.24	2138.0	0	0
28	1508.5	1621.26	1576.8	1734.54	0	1
29	1217.83	678.4	1323.49	834.31	0	2
30	1128.19	2439.81	1254.16	2671.7799999999997	0	1
31	1114.9	2671.78	1254.16	2766.8100000000004	0	0
32	452.98	2138.0	755.24	2671.79	0	0
33	1200.03	1086.48	1576.8	1426.22	0	0
34	755.24	1086.48	868.34	1259.73	0	1
35	1537.6	2671.78	1726.02	2738.9500000000003	0	0
36	755.24	2439.81	1127.95	2671.7799999999997	0	0
37	1224.35	1426.22	1576.8	1541.13	0	0
38	755.24	1259.73	868.34	1722.24	0	1
39	1568.08	2641.05	1688.6699999999998	2671.79	0	1
40	1254.16	2439.81	1568.0800000000002	2671.7799999999997	0	0
41	1334.98	1541.13	1576.8	1621.2600000000002	0	0
42	755.24	1722.24	868.0	2138.0	0	1
43	1568.08	2439.81	1680.8	2641.05	0	0
44	755.24	2138.0	868.0	2439.81	0	1
45	2014.97	2037.72	2030.76	2152.14	0	1
46	1680.8	2287.15	1827.6	2641.04	0	0
47	1688.66	2641.05	1922.41	2671.79	0	0
48	868.34	2025.75	1056.16	2287.15	0	0
49	1576.8	2000.13	1680.8	2287.15	0	1
50	1827.6	2481.29	1922.4199999999998	2641.05	0	0
51	1056.16	2025.75	1128.19	2287.15	0	0
