0	134
1	294
2	135
3	136
4	137
5	138
6	298
7	139
8	203
9	140
10	141
11	143
12	144
13	145
14	146
15	148
16	149
17	150
18	310
19	311
20	152
21	312
22	313
23	314
24	155
25	187
26	316
27	317
28	318
29	324
30	325
31	326
32	327
33	328
34	329
35	330
36	331
37	332
38	333
39	334
40	335
41	336
42	337
43	338
44	339
45	340
46	341
47	342
48	343
49	344
50	345
51	346
52	347
53	348
54	349
55	350
56	351
57	352
58	353
59	354
60	355
61	356
62	357
63	358
64	359
65	360
66	361
67	362
68	363
69	364
70	365
71	366
72	367
73	368
74	369
75	370
76	371
77	372
78	373
79	374
80	375
81	376
82	377
83	378
84	379
85	380
86	381
87	382
88	383
89	384
90	385
91	386
92	387
93	388
94	389
95	390
96	391
97	392
98	393
99	394
100	395
101	396
102	397
103	398
104	399
105	400
106	401
107	402
108	403
109	404
110	405
111	406
112	407
113	408
114	409
115	410
116	411
117	412
118	413
119	414
120	415
121	416
122	417
123	418
124	419
125	420
126	421
127	422
128	423
129	424
130	425
131	426
132	427
133	428
134	429
135	430
136	431
137	432
138	433
139	434
140	435
141	436
142	437
143	438
144	439
145	440
146	441
147	442
148	443
149	444
150	445
151	446
152	447
153	448
154	449
155	450
156	451
157	452
158	453
159	454
160	455
161	456
162	457
163	458
164	459
165	460
166	461
167	462
168	463
169	464
170	465
171	466
172	467
173	468
174	469
175	470
176	471
177	472
178	473
179	474
180	475
181	476
182	477
183	478
184	479
185	480
186	481
187	482
188	483
189	484
190	485
191	486
192	487
193	488
194	489
195	490
196	491
197	492
198	493
199	494
200	495
201	496
202	497
203	498
204	499
205	500
206	1128
207	1129
208	1036
209	1260
210	1037
211	1133
212	1102
213	1039
214	1263
215	1104
216	1265
217	1106
218	1266
219	1075
220	1044
221	1268
222	1045
223	1269
224	1046
225	1270
226	1111
227	1143
228	1271
229	1051
230	1116
231	1148
232	1278
233	1151
234	1279
235	1280
236	1057
237	1281
238	1058
239	1282
240	1283
241	1284
242	1029
243	1126
244	1313
245	1314
246	1315
247	1316
248	1317
249	1318
250	1319
251	1320
252	1321
253	1322
254	1323
255	1324
256	1325
257	1326
258	1327
259	1328
260	1329
261	1330
262	1331
263	1332
264	1333
265	1334
266	1335
267	1336
268	1337
269	1338
270	1339
271	1340
272	1341
273	1342
274	1343
275	1344
276	1345
277	1346
278	1347
279	1348
280	1349
281	1350
282	1351
283	1352
