0	192	1883.22	1313.49	308, 408
1	224	994.34	1738.85	368, 327
2	193	1972.29	1272.29	404, 409
3	225	1133.5	2041.72	294, 297
4	194	1851.97	1199.09	408, 303
5	226	1172.56	2041.72	294, 297
6	322	605.21	2566.72	396, 319
7	195	1853.15	1113.15	337, 303
8	227	1224.44	2041.72	294, 297
9	228	1342.24	2041.72	294, 297
10	229	1381.3	2041.72	294, 297
11	230	1419.14	2041.72	294, 297
12	231	1467.6	1902.21	296, 297
13	200	1855.88	884.88	354, 338
14	232	1467.6	1813.71	374, 297
15	201	1856.66	915.5	354, 339
16	233	1467.6	1719.71	374, 297
17	234	1083.28	2414.52	393, 301
18	203	1482.51	747.12	274, 314
19	235	1083.28	2478.42	393, 301
20	204	1385.71	735.63	305, 347
21	236	675.74	2478.42	301, 397
22	205	1385.71	791.38	305, 347
23	237	675.74	2410.71	301, 397
24	206	1385.71	690.88	347, 350
25	207	1385.71	857.38	306, 347
26	176	1919.9	2162.67	382, 383
27	208	1385.71	919.13	307, 349
28	177	1962.38	2162.67	384, 382
29	209	1320.76	949.78	356, 349
30	178	1899.55	2186.63	382, 302
31	210	1233.01	887.95	304, 349
32	179	1865.8	2272.08	309, 411
33	211	1313.71	706.88	345, 347
34	180	1865.8	2336.54	311, 381
35	212	1157.26	735.15	313, 299
36	181	1926.25	2370.28	386, 381
37	213	1127.63	1580.55	312, 367
38	182	1954.66	2418.08	386, 333
39	214	1127.63	1645.86	312, 367
40	183	1939.04	2515.25	388, 335
41	215	1467.6	1581.16	374, 312
42	184	1921.37	2529.65	388, 325
43	216	1467.6	1647.08	374, 312
44	185	1884.26	2582.78	387, 318
45	217	1031.57	1820.16	369, 300
46	218	976.27	2007.19	323, 291
47	410	897.9	710.08	418, 298
48	219	976.27	1794.78	369, 290
49	190	1971.9	1488.15	405, 425
50	191	1918.73	1401.29	404, 406
51	432	751.92	2571.5899999999997	256, 399
52	433	995.16	1394.7600000000002	288, 363
53	434	995.16	1269.33	288, 362
54	435	868.99	1306.8500000000001	288, 287
55	436	932.075	1181.42	288, 286
56	437	932.075	1432.2800000000002	288, 428
57	438	1722.13	885.47	352, 353
58	439	678.4991416406272	888.4223285937526	416, 419
59	440	1016.2550000000001	2571.5899999999997	257, 399
60	441	872.2049999999999	1682.137530982424	289, 428
61	442	768.14	1727.1399999999999	289, 370
62	443	1067.92	2329.365	321, 392
63	444	965.54	2296.41	321, 373
64	445	1831.1100000000001	900.19	353, 354
65	446	1776.6200000000001	855.44	353, 279
66	447	1880.25	2485.51	385, 387
67	448	1894.8999999999999	2402.505	385, 386
68	449	1865.8	2396.4500000000003	385, 379
69	450	675.74	1127.886164296876	417, 359
70	451	678.4991416406272	1036.75	417, 419
71	452	1142.5	2637.96	258, 259
72	453	768.14	1836.385	290, 370
73	454	834.035	954.9223285937525	418, 357
74	455	768.14	784.4223285937528	418, 419
75	456	1346.98	2520.5899999999997	259, 391
76	457	1177.13	2520.59	259, 393
77	458	768.14	1966.6399999999999	370, 291
78	459	1125.855	1048.99	355, 285
79	460	1034.81	1048.99	355, 361
80	461	946.53	1048.99	355, 286
81	462	1182.27	1002.2950000000001	355, 356
82	463	1128.2199999999998	955.6	355, 299
83	464	897.9	1004.3199999999999	355, 357
84	465	986.605	955.6	355, 298
85	466	1903.1399999999999	2507.58	387, 388
86	467	768.14	1081.42	419, 286
87	468	768.14	1004.3199999999999	419, 357
88	469	723.3195708203136	1113.85	419, 359
89	470	678.4991416406272	656.8311642968764	419, 414
90	471	678.4991416406272	758.4223285937528	419, 415
91	472	1586.3	2612.465	260, 261
92	473	1580.2849999999999	2520.59	260, 390
93	474	1528.24	2520.5899999999997	260, 391
94	475	976.27	2128.535	292, 293
95	476	919.7149999999999	2215.35	292, 373
96	477	815.65	2215.35	292, 372
97	478	768.14	2123.65	370, 292
98	479	1784.74	2582.7799999999997	324, 261
99	480	1614.415	949.78	356, 278
100	481	1612.97	1048.99	356, 365
101	482	1651.03	999.385	273, 356
102	483	1471.585	1048.99	356, 284
103	484	1330.5349999999999	1048.99	356, 364
104	485	1236.565	1048.99	356, 285
105	486	1519.065	949.78	274, 356
106	487	675.74	1205.922328593752	420, 359
107	488	1667.4090124993895	2430.082558933774	261, 389
108	489	1598.8899999999999	2487.945	261, 390
109	490	1627.4312800414496	2448.1078389658587	261, 390
110	491	1086.18	2215.35	293, 376
111	492	1022.095	2215.35	293, 373
112	493	834.035	1048.99	357, 286
113	494	1667.48	2422.6200000000003	389, 379
114	495	1651.0	2430.24	389, 378
115	496	675.74	1346.922328593752	421, 359
116	497	1651.0	2336.63	262, 378
117	498	1651.0	2203.3500000000004	262, 377
118	499	1651.0	2259.16	262, 376
119	500	1467.6	2132.66	294, 295
120	501	1286.02	2215.35	294, 376
121	502	1937.73	1442.0900000000001	405, 326
122	503	1928.23	1422.8899999999999	404, 326
123	504	1608.825	2440.91	390, 378
124	505	1574.27	2480.75	390, 391
125	506	1791.6197201578116	1756.3119453687498	422, 426
126	507	1701.5009942520073	1659.5519956760713	422, 423
127	508	1885.2800000000002	1756.9399999999998	422, 424
128	509	1934.9	1622.545	422, 425
129	510	1652.99	1552.6100000000001	422, 374
130	511	1652.99	1517.228795932496	422, 430
131	512	1725.6	2049.9700000000003	263, 264
132	513	1653.95	2035.71	263, 377
133	514	1574.27	2132.6549999999997	295, 377
134	515	1520.935	2215.35	295, 376
135	516	770.16	1306.85	359, 287
136	517	770.16	1147.635	359, 286
137	518	722.4281868962573	1432.28	359, 427
138	519	675.74	1426.63	359, 249
139	520	1469.5349999999999	2440.8999999999996	391, 344
140	521	1288.28	2440.91	391, 343
141	522	1211.76	2480.75	391, 393
142	523	1701.99	1756.3119453687498	423, 426
143	524	1653.96	1659.5500000000002	374, 423
144	525	1797.24	2119.8050000000003	264, 302
145	526	1653.95	2119.8050000000003	264, 377
146	527	1574.27	1948.02	296, 377
147	528	1520.935	1846.07	374, 296
148	529	1211.76	2329.37	343, 392
149	530	1139.8400000000001	2302.97	392, 376
150	531	1147.52	2355.76	392, 393
151	532	1833.5900000000001	1817.8759726843746	424, 266
152	533	1833.2194403156232	1764.6627726843749	424, 426
153	534	1970.5157201578113	1756.9399999999998	424, 425
154	535	1653.95	1956.8000000000002	265, 377
155	536	1034.81	1181.42	361, 362
156	537	1069.45	1115.205	361, 285
157	538	995.16	1115.205	361, 286
158	539	1211.76	2398.325	343, 393
159	540	1112.8899999999999	2520.59	393, 394
160	541	1743.5897201578116	1771.44	266, 426
161	542	1653.95	1869.1100000000001	377, 266
162	543	1653.96	1808.755	374, 266
163	544	1075.31	845.375	298, 299
164	545	1074.45	1269.33	280, 362
165	546	1034.81	1357.24	362, 363
166	547	1083.28	2552.6449999999995	394, 399
167	548	1653.96	1764.3487453687499	374, 426
168	549	1037.2638868932056	1466.17	363, 429
169	550	1074.45	1411.705	280, 363
170	551	995.16	1449.2250000000001	363, 428
171	552	768.14	1557.208765491212	427, 428
172	553	722.4281868962573	1682.83	370, 427
173	554	675.74	1632.1395919835218	250, 427
174	555	675.74	1505.975	249, 427
175	556	1330.5349999999999	1466.17	364, 429
176	557	1370.2099999999998	1323.795	282, 364
177	558	1290.86	1323.795	281, 364
178	559	1370.2099999999998	1115.205	364, 284
179	560	1290.86	1115.205	364, 285
180	561	629.65	2550.21	396, 397
181	562	995.16	1612.598765491212	428, 367
182	563	1000.0677737864112	1505.470856479371	428, 429
183	564	819.575	1432.2800000000002	428, 287
184	565	1652.98	1367.2	272, 365
185	566	1652.98	1190.69	365, 271
186	567	1652.98	1083.855	365, 270
187	568	1613.1425532969088	1466.17	365, 430
188	569	1572.96	1323.795	283, 365
189	570	1572.96	1115.205	284, 365
190	571	670.31	2550.21	397, 399
191	572	675.74	2335.425	371, 397
192	573	1520.1533811406418	1543.06	374, 429
193	574	1063.8538868932055	1543.06	429, 367
194	575	1572.7067622812838	1505.470856479371	429, 430
195	576	1521.958381140642	1466.17	283, 429
196	577	1420.71	1466.17	282, 429
197	578	1236.565	1466.17	281, 429
198	579	1128.355	1466.17	280, 429
199	580	1731.31	1113.1499999999999	270, 271
200	581	1939.04	2460.12	334, 335
201	582	1652.99	1477.16	272, 430
202	583	1613.1425532969088	1543.06	374, 430
203	584	1731.31	1268.23	272, 271
204	585	1954.67	2488.44	336, 335
205	586	995.0699999999999	1756.94	368, 369
206	587	1423.02	887.9499999999999	306, 307
207	588	721.94	2211.04	370, 371
208	589	675.74	2129.0	370, 253
209	590	675.74	1972.775	370, 252
210	591	675.74	1817.2199999999998	370, 251
211	592	675.74	1710.8400000000001	370, 250
212	593	1693.13	769.395	275, 276
213	594	1951.97	985.03	339, 340
214	595	768.14	2285.55	371, 372
215	596	675.74	2263.0699999999997	371, 254
216	597	1628.7199999999998	855.44	276, 277
217	598	863.16	2255.88	372, 373
218	599	1972.31	1422.8899999999999	404, 405
219	600	1614.415	915.5	277, 278
