0	160
1	192
2	224
3	256
4	288
5	320
6	193
7	225
8	257
9	289
10	321
11	162
12	194
13	226
14	258
15	290
16	322
17	163
18	195
19	227
20	259
21	291
22	164
23	228
24	260
25	292
26	197
27	229
28	261
29	293
30	166
31	198
32	230
33	262
34	167
35	199
36	231
37	263
38	168
39	200
40	232
41	264
42	169
43	233
44	170
45	202
46	234
47	235
48	267
49	172
50	236
51	268
52	173
53	205
54	237
55	269
56	174
57	206
58	238
59	270
60	175
61	207
62	239
63	271
64	176
65	208
66	240
67	272
68	304
69	177
70	241
71	305
72	178
73	210
74	242
75	274
76	306
77	179
78	211
79	243
80	275
81	307
82	180
83	212
84	276
85	181
86	213
87	277
88	182
89	214
90	278
91	183
92	215
93	279
94	184
95	216
96	280
97	185
98	186
99	250
100	282
101	251
102	283
103	315
104	156
105	188
106	252
107	284
108	316
109	157
110	189
111	253
112	285
113	317
114	158
115	190
116	254
117	286
118	318
119	159
120	191
121	223
122	255
123	287
124	319
125	1160
126	1192
127	1224
128	1288
129	1161
130	1193
131	1225
132	1289
133	1162
134	1290
135	1163
136	1195
137	1291
138	1164
139	1196
140	1228
141	1292
142	1165
143	1197
144	1293
145	1198
146	1294
147	1199
148	1231
149	1295
150	1168
151	1200
152	1232
153	1296
154	1169
155	1201
156	1233
157	1297
158	1170
159	1202
160	1298
161	1171
162	1203
163	1235
164	1299
165	1172
166	1204
167	1236
168	1300
169	1205
170	1237
171	1301
172	1206
173	1238
174	1302
175	1175
176	1207
177	1239
178	1303
179	1176
180	1208
181	1240
182	1304
183	1209
184	1241
185	1273
186	1305
187	1178
188	1210
189	1242
190	1274
191	1306
192	1179
193	1211
194	1243
195	1275
196	1307
197	1212
198	1244
199	1276
200	1308
201	1181
202	1213
203	1245
204	1277
205	1309
206	1182
207	1214
208	1246
209	1310
210	1183
211	1215
212	1311
213	1184
214	1216
215	1248
216	1153
217	1185
218	1217
219	1154
220	1218
221	1250
222	1187
223	1219
224	1188
225	1220
226	1189
227	1221
228	1285
229	1222
230	1286
231	1191
232	1223
233	1287
234	2224
235	2256
236	2352
237	2257
238	2321
239	2353
240	2226
241	2258
242	2290
243	2322
244	2354
245	2195
246	2259
247	2291
248	2323
249	2355
250	2260
251	2292
252	2324
253	2356
254	2197
255	2229
256	2261
257	2293
258	2325
259	2357
260	2198
261	2230
262	2262
263	2326
264	2358
265	2199
266	2231
267	2263
268	2295
269	2327
270	2359
271	2200
272	2232
273	2264
274	2296
275	2328
276	2360
277	2201
278	2233
279	2297
280	2329
281	2361
282	2202
283	2234
284	2266
285	2298
286	2330
287	2362
288	2203
289	2299
290	2331
291	2363
292	2204
293	2268
294	2300
295	2332
296	2364
297	2205
298	2269
299	2301
300	2333
301	2365
302	2206
303	2270
304	2302
305	2334
306	2366
307	2207
308	2239
309	2303
310	2335
311	2367
312	2208
313	2240
314	2272
315	2304
316	2368
317	2209
318	2241
319	2273
320	2305
321	2369
322	2210
323	2274
324	2306
325	2370
326	2211
327	2275
328	2371
329	2212
330	2276
331	2308
332	2372
333	2213
334	2277
335	2309
336	2373
337	2214
338	2278
339	2310
340	2374
341	2215
342	2279
343	2311
344	2375
345	2216
346	2280
347	2217
348	2281
349	2313
350	2218
351	2282
352	2314
353	2219
354	2251
355	2315
356	2220
357	2252
358	2284
359	2316
360	2221
361	2253
362	2285
363	2222
364	2254
365	2286
366	2350
367	2223
368	2255
369	2287
370	2351
371	3224
372	3288
373	3352
374	3384
375	3225
376	3289
377	3385
378	3226
379	3290
380	3386
381	3227
382	3259
383	3291
384	3228
385	3260
386	3292
387	3388
388	3229
389	3261
390	3293
391	3325
392	3389
393	3230
394	3294
395	3326
396	3390
397	3231
398	3295
399	3327
400	3391
401	3232
402	3296
403	3328
404	3360
405	3392
406	3201
407	3233
408	3265
409	3297
410	3329
411	3361
412	3393
413	3234
414	3266
415	3298
416	3330
417	3362
418	3394
419	3235
420	3267
421	3299
422	3331
423	3363
424	3395
425	3236
426	3300
427	3332
428	3364
429	3396
430	3301
431	3333
432	3365
433	3397
434	3270
435	3302
436	3334
437	3366
438	3398
439	3239
440	3271
441	3303
442	3335
443	3367
444	3399
445	3240
446	3272
447	3304
448	3336
449	3368
450	3241
451	3273
452	3305
453	3337
454	3369
455	3306
456	3338
457	3370
458	3243
459	3275
460	3307
461	3339
462	3371
463	3244
464	3308
465	3340
466	3372
467	3245
468	3277
469	3309
470	3341
471	3373
472	3214
473	3246
474	3278
475	3310
476	3342
477	3374
478	3183
479	3247
480	3279
481	3311
482	3343
483	3375
484	3184
485	3248
486	3312
487	3344
488	3376
489	3185
490	3249
491	3281
492	3313
493	3345
494	3377
495	3186
496	3218
497	3250
498	3314
499	3378
500	3219
501	3251
502	3315
503	3347
504	3379
505	3220
506	3252
507	3316
508	3348
509	3380
510	3221
511	3285
512	3349
513	3381
514	3222
515	3286
516	3382
517	3223
518	3287
519	3351
520	3383
521	4256
522	4352
523	4384
524	4416
525	4257
526	4353
527	4385
528	4417
529	4258
530	4322
531	4354
532	4386
533	4418
534	4259
535	4323
536	4355
537	4387
538	4292
539	4356
540	4388
541	4420
542	4325
543	4389
544	4421
545	4294
546	4326
547	4358
548	4390
549	4422
550	4295
551	4359
552	4391
553	4423
554	4232
555	4296
556	4328
557	4392
558	4424
559	4233
560	4297
561	4393
562	4425
563	4234
564	4298
565	4362
566	4426
567	4299
568	4331
569	4363
570	4395
571	4427
572	4300
573	4364
574	4396
575	4428
576	4301
577	4333
578	4365
579	4397
580	4270
581	4302
582	4334
583	4366
584	4271
585	4303
586	4335
587	4367
588	4399
589	4272
590	4304
591	4336
592	4368
593	4400
594	4273
595	4337
596	4369
597	4401
598	4242
599	4274
600	4338
601	4370
602	4243
603	4275
604	4307
605	4339
606	4403
607	4244
608	4340
609	4372
610	4404
611	4213
612	4245
613	4341
614	4373
615	4246
616	4342
617	4374
618	4406
619	4247
620	4279
621	4311
622	4343
623	4375
624	4407
625	4248
626	4280
627	4312
628	4344
629	4376
630	4408
631	4249
632	4281
633	4313
634	4345
635	4377
636	4409
637	4250
638	4282
639	4314
640	4346
641	4378
642	4410
643	4251
644	4283
645	4315
646	4379
647	4411
648	4252
649	4284
650	4316
651	4348
652	4380
653	4412
654	4253
655	4285
656	4317
657	4349
658	4381
659	4413
660	4254
661	4286
662	4318
663	4350
664	4382
665	4414
666	4255
667	4319
668	4351
669	4383
670	4415
671	5256
672	5288
673	5352
674	5384
675	5416
676	5257
677	5289
678	5321
679	5353
680	5385
681	5417
682	5258
683	5290
684	5354
685	5386
686	5418
687	5259
688	5291
689	5323
690	5355
691	5387
692	5419
693	5260
694	5292
695	5324
696	5356
697	5388
698	5420
699	5261
700	5293
701	5325
702	5357
703	5389
704	5421
705	5262
706	5294
707	5326
708	5390
709	5422
710	5263
711	5295
712	5327
713	5359
714	5391
715	5423
716	5264
717	5296
718	5392
719	5424
720	5265
721	5297
722	5361
723	5393
724	5425
725	5266
726	5298
727	5362
728	5394
729	5426
730	5299
731	5363
732	5427
733	5300
734	5364
735	5396
736	5428
737	5301
738	5333
739	5365
740	5397
741	5429
742	5270
743	5302
744	5334
745	5398
746	5430
747	5271
748	5303
749	5335
750	5367
751	5399
752	5272
753	5304
754	5336
755	5368
756	5273
757	5305
758	5337
759	5369
760	5274
761	5306
762	5338
763	5370
764	5275
765	5307
766	5339
767	5371
768	5276
769	5308
770	5340
771	5372
772	5404
773	5277
774	5309
775	5373
776	5405
777	5278
778	5374
779	5406
780	5279
781	5311
782	5343
783	5407
784	5280
785	5312
786	5344
787	5376
788	5408
789	5249
790	5281
791	5313
792	5345
793	5377
794	5409
795	5250
796	5282
797	5314
798	5378
799	5251
800	5283
801	5347
802	5379
803	5411
804	5252
805	5284
806	5348
807	5412
808	5253
809	5285
810	5349
811	5381
812	5254
813	5286
814	5318
815	5350
816	5382
817	5414
818	5255
819	5287
820	5319
821	5351
822	5383
823	5415
824	6288
825	6320
826	6352
827	6384
828	6289
829	6321
830	6353
831	6385
832	6290
833	6322
834	6354
835	6386
836	6291
837	6323
838	6355
839	6387
840	6292
841	6324
842	6356
843	6388
844	6293
845	6325
846	6357
847	6389
848	6294
849	6358
850	6390
851	6359
852	6391
853	6296
854	6360
855	6392
856	6233
857	6297
858	6329
859	6361
860	6393
861	6234
862	6298
863	6362
864	6394
865	6235
866	6299
867	6331
868	6395
869	6236
870	6300
871	6332
872	6364
873	6396
874	6237
875	6301
876	6333
877	6365
878	6397
879	6238
880	6302
881	6334
882	6398
883	6239
884	6271
885	6303
886	6335
887	6399
888	6240
889	6272
890	6304
891	6336
892	6400
893	6209
894	6241
895	6273
896	6305
897	6337
898	6401
899	6210
900	6242
901	6274
902	6306
903	6338
904	6370
905	6402
906	6243
907	6275
908	6307
909	6339
910	6403
911	6180
912	6244
913	6276
914	6308
915	6340
916	6372
917	6404
918	6181
919	6213
920	6245
921	6277
922	6309
923	6341
924	6373
925	6405
926	6182
927	6214
928	6278
929	6310
930	6342
931	6374
932	6406
933	6183
934	6215
935	6279
936	6311
937	6343
938	6375
939	6407
940	6184
941	6216
942	6280
943	6312
944	6344
945	6376
946	6408
947	6185
948	6217
949	6281
950	6409
951	6186
952	6218
953	6282
954	6378
955	6410
956	6187
957	6219
958	6347
959	6411
960	6188
961	6220
962	6348
963	6412
964	6189
965	6221
966	6285
967	6317
968	6349
969	6413
970	6190
971	6286
972	6318
973	6382
974	6287
975	6319
976	6383
