0	1323.49	807.5	0	293,282
1	452.98	2400.54	0	230
2	1410.1	623.78	0	315,158
3	1685.35	623.78	0	274,158
4	1381.26	949.69	0	178,282
5	1989.44	825.31	0	210
6	1128.19	2406.65	0	225,318
7	1866.92	1076.41	0	289,253
8	1940.98	1892.62	0	243,250
9	2006.19	1135.13	0	211
10	2006.19	1226.56	0	190
11	1989.75	1254.29	0	183,190
12	1950.81	1397.69	0	184,186
13	1989.75	1479.75	0	182,183
14	1721.77	1501.71	0	181,182
15	1929.84	2177.35	0	194,213
16	1998.43	2152.15	0	192,194
17	1628.54	2641.05	0	200,233
18	1424.99	854.15	0	282,207
19	1424.99	917.07	0	208,282
20	876.92	2671.78	0	197,231
21	1068.96	1807.59	0	291,216
22	1064.27	1978.1	0	288,216
23	1424.99	768.42	0	282,205,206
24	989.73	623.78	0	158,159
25	1339.63	651.53	0	315,188
26	1508.49	1635.71	0	224,261
27	1508.49	1653.51	0	224,261
28	1186.75	2671.78	0	198,166
29	939.31	1041.0149999999999	0	160,177
30	903.825	1086.48	0	160,255
31	939.31	977.095	0	160,159
32	811.79	1086.48	0	160,167
33	847.275	958.64	0	160,226
34	755.24	1022.56	0	160,227
35	2014.9699999999998	2094.93	0	192,202
36	1331.99	1644.2849999999999	0	224,272
37	1127.95	1483.6750000000002	0	256,257
38	1127.95	1549.525	0	256,258
39	1127.95	1571.6	0	256,259
40	998.145	1426.22	0	256,255
41	1069.165	1585.28	0	256,291
42	939.36	1585.28	0	256,290
43	868.34	1505.75	0	256,168
44	1680.4456280978206	2309.1257317390664	0	320,234
45	1628.6228140489102	2287.15	0	320,172
46	1534.7081280978205	2331.1014634781327	0	320,321
47	1462.125	2287.16	0	320,270
48	1348.2798077853206	2331.1014634781327	0	320,319
49	1327.0507437364104	2287.16	0	320,269
50	1306.6514874728207	2309.1257317390664	0	320,318
51	1901.0	2321.885	0	193,215
52	1901.0	2252.415	0	193,214
53	2030.76	2283.5150000000003	0	193,195
54	1980.3	2203.27	0	193,194
55	1176.15	1541.13	0	257,258
56	1163.99	1426.22	0	257,255
57	1680.8	2362.6639634781327	0	321,234
58	1534.7081280978205	2393.238963478133	0	321,322
59	1389.9081280978205	2362.6639634781327	0	321,319
60	968.47	2337.6400000000003	0	162,164
61	968.47	2434.105	0	162,163
62	918.235	2287.15	0	162,267
63	868.0	2363.48	0	162,170
64	918.235	2439.81	0	162,231
65	939.31	793.5500000000001	0	226,159
66	755.24	793.5500000000001	0	226,227
67	1334.98	1549.525	0	258,264
68	1278.17	1541.13	0	258,263
69	1148.77	1557.92	0	258,259
70	1010.38	1696.435	0	290,291
71	939.19	1828.54	0	290,292
72	868.34	1653.76	0	290,168
73	868.0	1775.3899999999999	0	290,169
74	1680.8	2416.0764634781326	0	322,234
75	1437.3657437364104	2438.9139634781327	0	322,232
76	1624.44	2438.9139634781327	0	322,233
77	1348.2798077853206	2393.238963478133	0	322,319
78	1306.6514874728207	2416.0764634781326	0	322,318
79	1128.19	2434.105	0	163,318
80	1048.21	2439.81	0	163,231
81	755.24	1173.105	0	227,167
82	1148.77	1734.54	0	259,271
83	1169.5900000000001	1700.925	0	259,260
84	1169.5900000000001	1633.755	0	272,259
85	1127.95	1659.9099999999999	0	259,291
86	1127.95	1771.065	0	291,271
87	1128.19	2337.6400000000003	0	164,318
88	1092.1750000000002	2287.15	0	164,268
89	1012.315	2287.15	0	164,267
90	755.24	1490.9850000000001	0	228,168
91	1339.045	1734.54	0	260,271
92	1508.5	1700.925	0	260,261
93	1250.79	1667.31	0	272,260
94	939.19	2025.75	0	292,267
95	868.0	1927.145	0	292,169
96	755.24	1930.12	0	229,169
97	1576.8	1677.9	0	261,174
98	1542.65	1734.54	0	261,271
99	1542.65	1621.2600000000002	0	261,264
100	1254.16	2555.795	0	166,232
101	1191.1750000000002	2441.0829087906327	0	166,318
