74	276	1426.49	1240.1	1526.8600000000001	1606.0	hallway	352, 432, 433, 338, 372, 341, 377, 431
75	308	1135.1269277343329	1147.94	1275.326927734333	1170.2484349810288	shop	434, 435, 436
76	181	773.58	392.53	1142.6200000000001	516.76	hallway	437
77	213	944.97	2127.37	1049.3400000000001	2173.15	hallway	129
78	245	1751.7	1592.82	1849.02	1655.25	hallway	438
79	277	1426.48	1602.66	1526.17	1905.8400000000001	hallway	340, 342, 423, 439, 270, 415, 431, 271
80	309	989.59	1147.94	1135.4073964843328	1254.3398412310291	hallway	436, 440, 361, 441, 428
81	182	745.72	516.76	1142.62	762.93	hallway	437, 442
82	214	1736.21	1382.98	1914.47	1448.95	hallway	102, 280, 443
83	246	1089.95	1704.21	1423.0900000000001	1817.92	escalator	268, 269, 270, 271
84	310	1135.4073964843328	1170.2484349810288	1274.9073964843328	1256.3398412310291	hallway	434, 373, 359, 440, 444
85	183	773.58	762.93	1142.6200000000001	848.06	hallway	260, 442
86	215	1752.08	1448.94	1831.9399999999998	1489.3	hallway	411, 443
87	311	1274.9073964843328	1147.94	1399.4073964843328	1257.3398412310291	hallway	435, 116, 375, 444, 445
88	184	892.0	848.06	989.59	1255.97	hallway	260, 391, 441, 362, 429, 446
89	216	1831.94	1448.94	1914.47	1592.81	hallway	148, 102, 447
90	248	1032.07	1704.21	1089.95	1905.84	hallway	416, 406, 422, 268, 269, 143
91	153	404.94	1435.22	665.4	1882.24	shop	419
92	185	665.4	1156.99	892.0	1255.98	hallway	417, 392, 364, 380, 446, 399
93	217	1849.03	1592.82	1914.47	1655.25	hallway	438, 104, 447
94	154	404.31	1882.24	665.4	2251.16	shop	425
95	218	1142.62	1090.81	1332.9199999999998	1147.94	hallway	448, 116, 265, 282, 75
96	250	1226.09	2476.16	1480.6299999999999	2561.16	facility_room	401, 330, 394, 398
97	187	1399.71	1156.99	1426.48	1255.98	hallway	432, 449, 356, 374, 445
98	219	1234.67	1005.36	1332.92	1090.81	hallway	448, 450, 451, 263
99	188	1476.81	1090.81	1609.97	1156.98	hallway	369, 452, 358, 346
100	220	1261.04	886.41	1332.92	1005.36	hallway	451, 453, 283
101	189	1426.49	1156.99	1609.97	1240.1100000000001	hallway	353, 433, 449, 452, 357, 345
102	221	1332.92	886.41	1399.71	1029.8799999999999	hallway	450, 453
103	285	1526.43	2238.13	1664.8400000000001	2539.07	shop	454, 328, 316
104	222	1234.67	886.41	1261.04	1005.36	hallway	283
105	286	1526.43	2539.07	1813.8500000000001	2841.51	shop	322, 354, 51, 454, 327, 455, 456, 349
106	191	1423.09	1905.84	1526.4299999999998	2115.0099999999998	hallway	343, 439, 426, 315, 319
107	223	1813.85	2751.01	1970.24	2841.5	hallway	51, 455
108	287	1807.97	2627.15	1820.64	2781.54	shop	456
